name,lat_NS,long_EW,elevation,q,q_uncertainty,T_grad_mean,T_grad_uncertainty,T_grad_mean_cor,tc_mean,tc_uncertainty,total_depth_MD,geo_lithology,geo_stratigraphy,Region,Quality_Code
THOMPSON,45.7133,-121.885,250.0,49.0,,31.0,,,1.3,,,,,,Ux.Mx.-------
USBR,44.6833,-116.091,1478.0,103.0,,33.0,,,3.0,,,,,,Ux.Mx.-------
V CARROL,47.5883,-117.22,749.0,103.0,,30.0,,,3.4,,,,,,Ux.Mx.-------
WELCH,47.2433,-120.011,390.0,41.0,,26.0,,,1.6,,,,,,Ux.Mx.-------
WELCH,47.2433,-120.011,390.0,51.0,,32.0,,,1.6,,,,,,Ux.Mx.-------
WHOLMAN,46.8783,-118.918,432.0,74.0,,47.0,,,1.6,,,,,,Ux.Mx.-------
WHOLMAN,46.8783,-118.918,432.0,91.0,,57.0,,,1.6,,,,,,Ux.Mx.-------
WHOLMAN,46.8783,-118.918,432.0,94.0,,59.0,,,1.6,,,,,,Ux.Mx.-------
WW,43.23,-116.676,1292.0,84.0,,77.0,,,1.1,,,,,,Ux.Mx.-------
WW,43.2767,-116.573,765.0,76.0,,70.0,,,1.1,,,,,,Ux.Mx.-------
WW,43.055,-116.068,829.0,69.0,,63.0,,,1.1,,,,,,Ux.Mx.-------
WW,43.245,-116.575,853.0,71.0,,56.0,,,1.2,,,,,,Ux.Mx.-------
WW,43.1633,-116.391,754.0,94.0,,80.0,,,1.2,,,,,,Ux.Mx.-------
WW,42.375,-115.881,1545.0,68.0,,51.0,,,1.3,,,,,,Ux.Mx.-------
WW,43.2383,-115.848,989.0,79.0,,59.0,,,1.3,,,,,,Ux.Mx.-------
WW,43.3067,-115.74,1100.0,81.0,,65.0,,,1.3,,,,,,Ux.Mx.-------
WW,42.7183,-115.581,1112.0,102.0,,76.0,,,1.3,,,,,,Ux.Mx.-------
WW,43.4167,-116.198,905.0,79.0,,56.0,,,1.4,,,,,,Ux.Mx.-------
WW,42.9217,-116.09,783.0,65.0,,47.0,,,1.4,,,,,,Ux.Mx.-------
WW,42.945,-116.086,762.0,92.0,,67.0,,,1.4,,,,,,Ux.Mx.-------
WW,43.1667,-116.386,747.0,57.0,,40.0,,,1.5,,,,,,Ux.Mx.-------
WW,43.0617,-116.245,762.0,97.0,,63.0,,,1.5,,,,,,Ux.Mx.-------
WW,42.925,-116.166,838.0,73.0,,48.0,,,1.5,,,,,,Ux.Mx.-------
WW,43.5567,-116.096,864.0,100.0,,69.0,,,1.5,,,,,,Ux.Mx.-------
WW,43.3483,-115.955,1006.0,70.0,,47.0,,,1.5,,,,,,Ux.Mx.-------
WW,43.2,-115.925,938.0,49.0,,33.0,,,1.5,,,,,,Ux.Mx.-------
WW,42.27,-115.145,1608.0,68.0,,44.0,,,1.5,,,,,,Ux.Mx.-------
WW,43.0,-116.348,838.0,63.0,,38.0,,,1.6,,,,,,Ux.Mx.-------
WW,42.94,-116.298,929.0,117.0,,74.0,,,1.6,,,,,,Ux.Mx.-------
WW,44.8817,-116.065,1556.0,57.0,,35.0,,,1.6,,,,,,Ux.Mx.-------
WW,43.6483,-116.288,814.0,127.0,,70.0,,,1.8,,,,,,Ux.Mx.-------
WW,44.8517,-116.13,1536.0,67.0,,37.0,,,1.8,,,,,,Ux.Mx.-------
WW,42.5167,-115.118,1231.0,47.0,,26.0,,,1.8,,,,,,Ux.Mx.-------
WW,44.4533,-114.341,2173.0,80.0,,43.0,,,1.8,,,,,,Ux.Mx.-------
WW,42.0783,-116.47,1543.0,97.0,,51.0,,,1.9,,,,,,Ux.Mx.-------
WW,42.1483,-115.75,1554.0,94.0,,50.0,,,1.9,,,,,,Ux.Mx.-------
WW,42.1483,-115.75,1554.0,112.0,,59.0,,,1.9,,,,,,Ux.Mx.-------
WW 75P-11,43.035,-116.301,774.0,84.0,,74.0,,,1.1,,,,,,Ux.Mx.-------
WW 75P-21,42.94,-116.298,929.0,116.0,,51.0,,,2.3,,,,,,Ux.Mx.-------
WW 75P-3,42.9017,-116.05,798.0,23.0,,18.0,,,1.3,,,,,,Ux.Mx.-------
WW 75P-36,42.93,-116.168,846.0,64.0,,42.0,,,1.5,,,,,,Ux.Mx.-------
WW 75P-41,42.9333,-115.99,771.0,66.0,,60.0,,,1.1,,,,,,Ux.Mx.-------
WW BLM,42.5767,-116.235,1710.0,45.0,,25.0,,,1.8,,,,,,Ux.Mx.-------
WW BROWN,44.1867,-115.951,1049.0,120.0,,41.0,,,2.9,,,,,,Ux.Mx.-------
WW CD,44.4367,-113.255,2219.0,28.0,,11.0,,,2.6,,,,,,Ux.Mx.-------
WW CRKHL,46.8767,-117.003,885.0,70.0,,22.0,,,3.0,,,,,,Ux.Mx.-------
WW DEARY,46.795,-116.578,830.0,54.0,,34.0,,,1.6,,,,,,Ux.Mx.-------
WW DOMNG,43.4583,-115.596,1432.0,73.0,,46.0,,,1.6,,,,,,Ux.Mx.-------
WW FENN,45.9667,-116.255,998.0,38.0,,24.0,,,1.6,,,,,,Ux.Mx.-------
WW HNGST,46.7567,-116.97,803.0,95.0,,49.0,,,1.9,,,,,,Ux.Mx.-------
WW LOWTH,46.3483,-117.013,439.0,66.0,,38.0,,,1.7,,,,,,Ux.Mx.-------
WW LWSN1,47.3267,-117.021,817.0,67.0,,42.0,,,1.6,,,,,,Ux.Mx.-------
WW LWSTN,46.3667,-116.95,468.0,58.0,,33.0,,,1.7,,,,,,Ux.Mx.-------
WW SNYDR,46.22,-115.965,867.0,85.0,,55.0,,,1.5,,,,,,Ux.Mx.-------
WW TAYLR,46.4,-116.923,434.0,79.0,,46.0,,,1.7,,,,,,Ux.Mx.-------
WWBLACK,42.8167,-116.165,995.0,123.0,,65.0,,,1.9,,,,,,Ux.Mx.-------
WWBLACK,42.8167,-116.165,995.0,131.0,,70.0,,,1.9,,,,,,Ux.Mx.-------
WWBLM,42.48,-115.22,1387.0,100.0,,73.0,,,1.4,,,,,,Ux.Mx.-------
WWBLM,42.5767,-116.235,1710.0,38.0,,21.0,,,1.8,,,,,,Ux.Mx.-------
WWLNDRF,43.2333,-116.293,962.0,82.0,,60.0,,,1.4,,,,,,Ux.Mx.-------
YFC3,46.8267,-120.205,795.0,61.0,,44.0,,,1.4,,,,,,Ux.Mx.-------
YFC3,46.8267,-120.205,795.0,51.0,,37.0,,,1.4,,,,,,Ux.Mx.-------
1,32.1817,-108.79,1342.3,52.7,,42.0,,,1.3,,,,,,Ux.Mx.-------
1,31.4483,-106.09,1094.0,27.0,,15.0,,,1.8,,,,,,Ux.Mx.-------
1,41.0867,-118.82,1201.2,136.8,,72.0,,,1.9,,,,,,Ux.Mx.-------
1,34.1,-107.13,1867.7,72.4,,38.9,,,1.9,,,,,,Ux.Mx.-------
2,34.1,-107.13,1867.7,77.0,,39.5,,,2.0,,,,,,Ux.Mx.-------
2,31.9867,-106.4,1225.8,30.0,,15.0,,,2.0,,,,,,Ux.Mx.-------
3,32.1883,-108.84,1281.8,66.1,,52.8,,,1.3,,,,,,Ux.Mx.-------
3,34.0717,-107.13,1995.7,111.6,,64.5,,,1.7,,,,,,Ux.Mx.-------
3,34.0717,-107.13,1995.7,70.9,,39.6,,,1.8,,,,,,Ux.Mx.-------
3,41.0783,-118.73,1200.5,138.3,,72.8,,,1.9,,,,,,Ux.Mx.-------
3,34.29,-108.76,2144.6,70.3,,37.0,,,1.9,,,,,,Ux.Mx.-------
3,31.9367,-106.42,1215.9,63.0,,18.0,,,3.5,,,,,,Ux.Mx.-------
4,34.055,-107.11,1951.3,26.7,,16.7,,,1.6,,,,,,Ux.Mx.-------
4,34.055,-107.11,1951.3,46.4,,29.0,,,1.6,,,,,,Ux.Mx.-------
4,41.045,-118.82,1197.7,134.9,,71.0,,,1.9,,,,,,Ux.Mx.-------
4,34.27,-108.71,2176.7,66.5,,35.0,,,1.9,,,,,,Ux.Mx.-------
4,31.9933,-106.45,1266.9,36.0,,18.0,,,2.0,,,,,,Ux.Mx.-------
5,32.1667,-108.91,1277.0,42.3,,33.6,,,1.3,,,,,,Ux.Mx.-------
5,34.0967,-107.03,1791.3,44.7,,29.0,,,1.5,,,,,,Ux.Mx.-------
5,41.055,-118.78,1198.4,138.7,,73.0,,,1.9,,,,,,Ux.Mx.-------
5,34.37,-108.1,2299.9,51.3,,27.0,,,1.9,,,,,,Ux.Mx.-------
5,31.505,-106.15,1102.8,38.0,,19.0,,,2.0,,,,,,Ux.Mx.-------
6,32.1233,-108.9,1285.9,44.8,,35.5,,,1.3,,,,,,Ux.Mx.-------
6,34.085,-107.04,1779.7,31.4,,16.9,,,1.9,,,,,,Ux.Mx.-------
6,31.9367,-106.49,1569.3,41.8,,19.0,,,2.2,,,,,,Ux.Mx.-------
7,32.0683,-108.93,1296.7,71.5,,56.9,,,1.3,,,,,,Ux.Mx.-------
7,31.8817,-106.65,1152.6,36.0,,20.0,,,1.8,,,,,,Ux.Mx.-------
7,39.5083,-119.75,1342.3,89.1,,46.9,,,1.9,,,,,,Ux.Mx.-------
7,34.88,-108.95,1978.9,41.8,,22.0,,,1.9,,,,,,Ux.Mx.-------
8,32.03,-108.9,1301.2,46.4,,36.9,,,1.3,,,,,,Ux.Mx.-------
8,41.0017,-118.78,1196.0,138.3,,72.8,,,1.9,,,,,,Ux.Mx.-------
8,34.91,-108.84,2062.8,119.7,,63.0,,,1.9,,,,,,Ux.Mx.-------
8,34.08,-107.02,1758.4,50.2,,27.0,,,1.9,,,,,,Ux.Mx.-------
8,31.7,-106.28,1143.4,79.8,,21.0,,,3.8,,,,,,Ux.Mx.-------
9,34.0817,-107.01,1745.6,87.7,,51.0,,,1.7,,,,,,Ux.Mx.-------
9,31.825,-106.36,1196.9,37.8,,21.0,,,1.8,,,,,,Ux.Mx.-------
9,32.0083,-108.76,1370.2,58.6,,23.4,,,2.5,,,,,,Ux.Mx.-------
10,34.08,-107.01,1755.3,78.8,,51.5,,,1.5,,,,,,Ux.Mx.-------
10,34.08,-107.01,1755.3,54.6,,32.1,,,1.7,,,,,,Ux.Mx.-------
10,31.8767,-106.37,1196.4,37.8,,21.0,,,1.8,,,,,,Ux.Mx.-------
10,40.9683,-118.82,1196.8,142.5,,75.0,,,1.9,,,,,,Ux.Mx.-------
10,34.92,-108.69,2207.9,43.7,,23.0,,,1.9,,,,,,Ux.Mx.-------
10,34.08,-107.01,1755.3,24.7,,13.2,,,1.9,,,,,,Ux.Mx.-------
10,32.03,-108.81,1345.8,97.9,,42.5,,,2.3,,,,,,Ux.Mx.-------
11,34.085,-107.0,1744.0,33.5,,20.4,,,1.6,,,,,,Ux.Mx.-------
11,34.085,-107.0,1744.0,102.3,,62.4,,,1.6,,,,,,Ux.Mx.-------
11,35.03,-108.77,1964.8,127.3,,67.0,,,1.9,,,,,,Ux.Mx.-------
11,31.955,-106.4,1211.1,73.5,,21.0,,,3.5,,,,,,Ux.Mx.-------
12,34.07,-107.02,1819.3,48.7,,28.0,,,1.7,,,,,,Ux.Mx.-------
12,31.83,-106.41,1181.0,41.4,,23.0,,,1.8,,,,,,Ux.Mx.-------
12,35.14,-108.83,2054.2,45.6,,24.0,,,1.9,,,,,,Ux.Mx.-------
13,32.025,-108.83,1328.7,65.7,,52.2,,,1.3,,,,,,Ux.Mx.-------
13,34.0633,-107.03,1793.5,40.7,,23.0,,,1.8,,,,,,Ux.Mx.-------
13,35.11,-108.65,2074.0,112.1,,59.0,,,1.9,,,,,,Ux.Mx.-------
13,31.9483,-106.59,1173.5,50.6,,23.0,,,2.2,,,,,,Ux.Mx.-------
14,34.06,-107.02,1822.1,67.6,,42.5,,,1.6,,,,,,Ux.Mx.-------
14,35.16,-108.71,2032.4,41.8,,22.0,,,1.9,,,,,,Ux.Mx.-------
14,31.465,-106.07,1136.3,91.2,,24.0,,,3.8,,,,,,Ux.Mx.-------
15,34.055,-107.04,1814.9,31.8,,18.3,,,1.7,,,,,,Ux.Mx.-------
15,35.27,-108.63,2105.9,60.8,,32.0,,,1.9,,,,,,Ux.Mx.-------
15,32.0683,-108.8,1371.8,94.1,,45.0,,,2.1,,,,,,Ux.Mx.-------
15,31.9983,-106.26,1231.0,84.0,,24.0,,,3.5,,,,,,Ux.Mx.-------
16,32.095,-108.83,1322.1,100.0,,79.5,,,1.3,,,,,,Ux.Mx.-------
16,34.0433,-107.01,1784.3,63.5,,39.7,,,1.6,,,,,,Ux.Mx.-------
16,35.24,-108.77,2209.9,51.3,,27.0,,,1.9,,,,,,Ux.Mx.-------
16,31.49,-106.15,1097.7,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
17,34.0433,-107.07,1885.6,40.2,,25.1,,,1.6,,,,,,Ux.Mx.-------
17,31.5867,-106.24,1103.8,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
17,32.0517,-108.83,1325.9,50.2,,22.1,,,2.3,,,,,,Ux.Mx.-------
18,32.2233,-108.9,1270.2,46.9,,37.3,,,1.3,,,,,,Ux.Mx.-------
18,34.0317,-107.06,1894.3,53.3,,36.0,,,1.5,,,,,,Ux.Mx.-------
18,41.0333,-118.78,1197.1,138.3,,72.8,,,1.9,,,,,,Ux.Mx.-------
18,35.23,-108.6,2083.5,77.9,,41.0,,,1.9,,,,,,Ux.Mx.-------
18,31.5983,-106.22,1104.9,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
18,38.6433,-112.9,1530.5,113.0,,56.8,,,2.1,,,,,,Ux.Mx.-------
19,34.0167,-107.04,1854.8,55.3,,39.5,,,1.4,,,,,,Ux.Mx.-------
19,38.6083,-112.94,1502.3,117.2,,74.4,,,1.5,,,,,,Ux.Mx.-------
19,31.8667,-106.4,1184.0,45.0,,25.0,,,1.8,,,,,,Ux.Mx.-------
19,35.72,-108.22,2047.0,55.1,,29.0,,,1.9,,,,,,Ux.Mx.-------
19,34.0167,-107.04,1854.8,94.3,,44.9,,,2.1,,,,,,Ux.Mx.-------
20,31.9583,-108.74,1364.1,27.2,,21.5,,,1.3,,,,,,Ux.Mx.-------
20,34.0,-107.04,1855.9,26.2,,16.0,,,1.6,,,,,,Ux.Mx.-------
20,41.0817,-118.79,1200.2,121.0,,63.7,,,1.9,,,,,,Ux.Mx.-------
20,35.59,-108.33,2200.4,32.3,,17.0,,,1.9,,,,,,Ux.Mx.-------
20,31.9283,-106.44,1247.0,87.5,,25.0,,,3.5,,,,,,Ux.Mx.-------
21,34.0283,-107.03,1813.1,35.1,,28.5,,,1.2,,,,,,Ux.Mx.-------
21,31.96,-108.67,1373.2,89.5,,65.7,,,1.3,,,,,,Ux.Mx.-------
21,38.58,-112.98,1491.5,62.0,,41.5,,,1.5,,,,,,Ux.Mx.-------
21,31.98,-106.43,1231.4,45.0,,25.0,,,1.8,,,,,,Ux.Mx.-------
21,41.0733,-118.75,1200.4,136.8,,72.0,,,1.9,,,,,,Ux.Mx.-------
21,35.59,-108.3,2183.4,45.6,,24.0,,,1.9,,,,,,Ux.Mx.-------
22,31.9183,-108.9,1400.3,42.3,,31.7,,,1.3,,,,,,Ux.Mx.-------
22,38.475,-113.02,1512.2,72.0,,49.0,,,1.5,,,,,,Ux.Mx.-------
22,34.02,-107.03,1813.8,26.1,,16.2,,,1.6,,,,,,Ux.Mx.-------
22,34.02,-107.03,1813.8,52.5,,30.7,,,1.7,,,,,,Ux.Mx.-------
22,31.5667,-106.07,1204.0,46.8,,26.0,,,1.8,,,,,,Ux.Mx.-------
22,35.39,-108.66,2242.4,53.2,,28.0,,,1.9,,,,,,Ux.Mx.-------
23,31.88,-108.81,1377.7,50.2,,39.9,,,1.3,,,,,,Ux.Mx.-------
23,34.025,-107.01,1737.9,56.3,,37.8,,,1.5,,,,,,Ux.Mx.-------
23,34.025,-107.01,1737.9,24.1,,13.6,,,1.8,,,,,,Ux.Mx.-------
23,31.885,-106.4,1189.3,46.8,,26.0,,,1.8,,,,,,Ux.Mx.-------
23,35.41,-108.83,2082.8,85.5,,45.0,,,1.9,,,,,,Ux.Mx.-------
24,31.8883,-108.76,1414.9,42.3,,22.4,,,1.3,,,,,,Ux.Mx.-------
24,34.0167,-107.01,1730.5,57.6,,36.0,,,1.6,,,,,,Ux.Mx.-------
24,35.49,-108.75,2073.9,60.8,,32.0,,,1.9,,,,,,Ux.Mx.-------
24,31.735,-106.37,1120.2,102.6,,27.0,,,3.8,,,,,,Ux.Mx.-------
25,31.89,-108.69,1476.8,38.5,,30.7,,,1.3,,,,,,Ux.Mx.-------
25,34.0083,-107.0,1701.5,72.0,,45.0,,,1.6,,,,,,Ux.Mx.-------
25,31.785,-106.48,1248.6,59.4,,27.0,,,2.2,,,,,,Ux.Mx.-------
26,31.8633,-108.85,1455.7,95.8,,76.3,,,1.3,,,,,,Ux.Mx.-------
26,34.035,-106.99,1749.6,38.9,,24.6,,,1.6,,,,,,Ux.Mx.-------
26,34.035,-106.99,1749.6,53.0,,33.1,,,1.6,,,,,,Ux.Mx.-------
26,34.035,-106.99,1749.6,96.2,,60.9,,,1.6,,,,,,Ux.Mx.-------
26,35.54,-108.6,2064.1,45.6,,24.0,,,1.9,,,,,,Ux.Mx.-------
26,31.6467,-106.3,1111.7,60.0,,30.0,,,2.0,,,,,,Ux.Mx.-------
27,31.8367,-108.8,1409.2,66.1,,62.1,,,1.3,,,,,,Ux.Mx.-------
27,34.0333,-106.97,1720.5,50.1,,32.3,,,1.5,,,,,,Ux.Mx.-------
27,34.0333,-106.97,1720.5,79.2,,50.1,,,1.6,,,,,,Ux.Mx.-------
27,31.8433,-106.33,1205.1,55.8,,31.0,,,1.8,,,,,,Ux.Mx.-------
27,35.38,-108.17,2172.1,41.8,,22.0,,,1.9,,,,,,Ux.Mx.-------
27,41.235,-115.31,1732.3,138.0,,65.0,,,2.1,,,,,,Ux.Mx.-------
28,35.5,-108.21,2381.1,72.2,,38.0,,,1.9,,,,,,Ux.Mx.-------
28,31.8367,-108.73,1471.5,66.1,,28.7,,,2.3,,,,,,Ux.Mx.-------
28,31.7733,-106.51,1163.7,115.5,,33.0,,,3.5,,,,,,Ux.Mx.-------
29,32.0283,-108.69,1417.1,55.6,,44.2,,,1.3,,,,,,Ux.Mx.-------
29,34.025,-106.94,1569.7,65.0,,40.6,,,1.6,,,,,,Ux.Mx.-------
29,34.025,-106.94,1569.7,96.5,,60.3,,,1.6,,,,,,Ux.Mx.-------
29,41.23,-115.33,1753.4,117.0,,63.0,,,1.8,,,,,,Ux.Mx.-------
29,31.8667,-106.44,1201.5,59.4,,33.0,,,1.8,,,,,,Ux.Mx.-------
29,35.53,-108.12,2201.0,45.6,,24.0,,,1.9,,,,,,Ux.Mx.-------
30,34.0067,-106.99,1698.4,92.0,,53.8,,,1.7,,,,,,Ux.Mx.-------
30,31.94,-106.45,1278.1,66.0,,33.0,,,2.0,,,,,,Ux.Mx.-------
30,32.0567,-108.95,1348.9,37.2,,13.3,,,2.8,,,,,,Ux.Mx.-------
31,41.275,-115.31,1744.3,126.0,,80.0,,,1.6,,,,,,Ux.Mx.-------
31,32.1333,-108.81,1329.0,77.4,,45.0,,,1.7,,,,,,Ux.Mx.-------
32,31.9083,-108.84,1367.8,97.5,,77.5,,,1.3,,,,,,Ux.Mx.-------
32,31.9883,-106.33,1213.6,61.2,,34.0,,,1.8,,,,,,Ux.Mx.-------
33,31.9567,-108.72,1370.9,29.3,,13.3,,,1.3,,,,,,Ux.Mx.-------
33,34.0033,-106.97,1630.8,61.6,,42.5,,,1.5,,,,,,Ux.Mx.-------
33,31.7933,-106.17,1228.8,63.0,,35.0,,,1.8,,,,,,Ux.Mx.-------
34,31.8733,-108.78,1378.4,37.7,,30.0,,,1.3,,,,,,Ux.Mx.-------
34,33.9983,-106.97,1626.1,46.3,,31.1,,,1.5,,,,,,Ux.Mx.-------
34,41.2667,-115.24,1692.9,126.0,,63.0,,,2.0,,,,,,Ux.Mx.-------
34,31.66,-106.24,1146.2,140.6,,37.0,,,3.8,,,,,,Ux.Mx.-------
35,33.9967,-106.96,1597.6,81.0,,48.8,,,1.7,,,,,,Ux.Mx.-------
35,31.7783,-106.35,1202.5,66.6,,37.0,,,1.8,,,,,,Ux.Mx.-------
36,33.9733,-106.96,1618.9,88.0,,48.6,,,1.8,,,,,,Ux.Mx.-------
36,31.6817,-106.03,1230.4,76.0,,38.0,,,2.0,,,,,,Ux.Mx.-------
37,34.0033,-106.94,1563.6,64.4,,41.0,,,1.6,,,,,,Ux.Mx.-------
37,34.0033,-106.94,1563.6,100.3,,63.5,,,1.6,,,,,,Ux.Mx.-------
37,31.77,-106.42,1131.2,70.2,,39.0,,,1.8,,,,,,Ux.Mx.-------
37,32.1567,-108.78,1379.4,115.1,,50.0,,,2.3,,,,,,Ux.Mx.-------
38,34.005,-106.94,1563.1,87.3,,58.6,,,1.5,,,,,,Ux.Mx.-------
38,34.005,-106.94,1563.1,101.0,,65.6,,,1.5,,,,,,Ux.Mx.-------
38,34.005,-106.94,1563.1,122.2,,71.9,,,1.7,,,,,,Ux.Mx.-------
38,31.95,-106.24,1234.2,73.8,,41.0,,,1.8,,,,,,Ux.Mx.-------
39,34.0217,-106.93,1519.4,64.4,,36.8,,,1.8,,,,,,Ux.Mx.-------
39,31.8683,-106.16,1239.4,147.0,,42.0,,,3.5,,,,,,Ux.Mx.-------
40,34.0667,-106.94,1562.1,119.2,,66.6,,,1.8,,,,,,Ux.Mx.-------
40,31.9233,-106.04,1378.8,84.0,,42.0,,,2.0,,,,,,Ux.Mx.-------
41,34.1117,-106.94,1491.9,80.4,,47.0,,,1.7,,,,,,Ux.Mx.-------
42,34.1133,-106.95,1507.4,84.9,,53.4,,,1.6,,,,,,Ux.Mx.-------
42,31.805,-106.37,1199.4,81.0,,45.0,,,1.8,,,,,,Ux.Mx.-------
43,32.1467,-108.8,1333.2,75.3,,44.1,,,1.7,,,,,,Ux.Mx.-------
43,34.1133,-106.98,1604.1,92.6,,55.1,,,1.7,,,,,,Ux.Mx.-------
43,31.9567,-106.25,1234.1,86.4,,48.0,,,1.8,,,,,,Ux.Mx.-------
44,34.125,-106.95,1515.2,58.1,,38.5,,,1.5,,,,,,Ux.Mx.-------
44,34.125,-106.95,1515.2,81.2,,54.1,,,1.5,,,,,,Ux.Mx.-------
44,31.7967,-106.25,1215.9,88.2,,49.0,,,1.8,,,,,,Ux.Mx.-------
45,34.145,-106.98,1661.8,103.7,,72.5,,,1.4,,,,,,Ux.Mx.-------
45,31.82,-106.17,1233.4,88.2,,49.0,,,1.8,,,,,,Ux.Mx.-------
45,37.8617,-117.97,1440.3,146.0,,73.0,,,2.0,,,,,,Ux.Mx.-------
46,34.1817,-106.96,1613.6,99.5,,63.0,,,1.6,,,,,,Ux.Mx.-------
46,31.8933,-106.08,1330.9,102.0,,51.0,,,2.0,,,,,,Ux.Mx.-------
47,34.2217,-106.94,1487.5,34.6,,23.7,,,1.5,,,,,,Ux.Mx.-------
47,31.7633,-106.4,1129.0,97.2,,54.0,,,1.8,,,,,,Ux.Mx.-------
48,31.685,-106.1,1222.2,136.8,,76.0,,,1.8,,,,,,Ux.Mx.-------
48,34.0883,-106.84,1461.7,70.1,,37.1,,,1.9,,,,,,Ux.Mx.-------
49,34.99,-106.84,1724.3,49.7,,26.7,,,1.9,,,,,,Ux.Mx.-------
51,29.8817,-104.52,1132.2,24.0,,12.0,,,2.0,,,,,,Ux.Mx.-------
51,32.1333,-108.83,1295.0,148.5,,55.5,,,2.3,,,,,,Ux.Mx.-------
52,30.505,-104.44,1375.8,28.0,,14.0,,,2.0,,,,,,Ux.Mx.-------
53,29.3783,-104.11,783.0,30.0,,15.0,,,2.0,,,,,,Ux.Mx.-------
54,29.7467,-104.25,1233.8,32.3,,17.0,,,1.9,,,,,,Ux.Mx.-------
55,30.4433,-104.39,1388.5,34.0,,17.0,,,2.0,,,,,,Ux.Mx.-------
55,32.1133,-108.8,1371.7,81.2,,31.7,,,2.3,,,,,,Ux.Mx.-------
56,30.0033,-104.24,1567.2,34.2,,18.0,,,1.9,,,,,,Ux.Mx.-------
57,30.44,-104.31,1444.9,36.0,,18.0,,,2.0,,,,,,Ux.Mx.-------
58,30.615,-104.49,1357.6,36.0,,18.0,,,2.0,,,,,,Ux.Mx.-------
59,38.14,-113.08,1689.9,39.5,,28.2,,,1.4,,,,,,Ux.Mx.-------
59,30.17,-104.1,1390.5,38.0,,19.0,,,2.0,,,,,,Ux.Mx.-------
60,30.2067,-104.7,906.8,51.3,,19.0,,,2.7,,,,,,Ux.Mx.-------
61,29.425,-104.16,819.3,40.0,,20.0,,,2.0,,,,,,Ux.Mx.-------
62,30.4,-104.31,1429.7,40.0,,20.0,,,2.0,,,,,,Ux.Mx.-------
63,32.1833,-108.83,1292.6,57.7,,46.0,,,1.3,,,,,,Ux.Mx.-------
64,29.8633,-104.5,1129.2,42.0,,21.0,,,2.0,,,,,,Ux.Mx.-------
65,30.2533,-104.08,1450.1,42.0,,21.0,,,2.0,,,,,,Ux.Mx.-------
66,30.3033,-104.68,1107.1,62.1,,23.0,,,2.7,,,,,,Ux.Mx.-------
67,29.8067,-104.49,994.4,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
68,30.0383,-104.04,1313.2,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
69,30.335,-104.08,1471.5,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
70,30.3517,-104.44,1469.0,50.0,,25.0,,,2.0,,,,,,Ux.Mx.-------
71,30.2583,-104.12,1412.7,52.0,,26.0,,,2.0,,,,,,Ux.Mx.-------
72,30.5333,-104.44,1381.3,52.0,,26.0,,,2.0,,,,,,Ux.Mx.-------
73,29.745,-104.07,1063.1,54.0,,27.0,,,2.0,,,,,,Ux.Mx.-------
74,29.8833,-104.53,1108.8,54.0,,27.0,,,2.0,,,,,,Ux.Mx.-------
75,30.335,-104.66,1240.3,72.9,,27.0,,,2.7,,,,,,Ux.Mx.-------
76,30.5333,-104.46,1365.6,54.0,,27.0,,,2.0,,,,,,Ux.Mx.-------
77,29.9817,-104.56,1195.3,106.4,,28.0,,,3.8,,,,,,Ux.Mx.-------
78,30.0033,-104.5,1353.9,81.2,,28.0,,,2.9,,,,,,Ux.Mx.-------
79,30.355,-104.72,1020.7,61.6,,28.0,,,2.2,,,,,,Ux.Mx.-------
80,30.3717,-104.72,1067.0,63.8,,29.0,,,2.2,,,,,,Ux.Mx.-------
81,30.5133,-104.53,1329.9,58.0,,29.0,,,2.0,,,,,,Ux.Mx.-------
82,30.3667,-104.7,1072.1,81.0,,30.0,,,2.7,,,,,,Ux.Mx.-------
83,29.8283,-104.48,1081.3,62.0,,31.0,,,2.0,,,,,,Ux.Mx.-------
84,29.8567,-104.52,1077.7,62.0,,31.0,,,2.0,,,,,,Ux.Mx.-------
85,29.9467,-104.56,1294.3,62.0,,31.0,,,2.0,,,,,,Ux.Mx.-------
86,30.3233,-104.7,979.3,83.7,,31.0,,,2.7,,,,,,Ux.Mx.-------
87,29.8533,-104.48,1198.0,64.0,,32.0,,,2.0,,,,,,Ux.Mx.-------
88,29.8217,-104.52,965.6,70.0,,35.0,,,2.0,,,,,,Ux.Mx.-------
89,29.8233,-104.49,1046.8,70.0,,35.0,,,2.0,,,,,,Ux.Mx.-------
90,30.285,-104.63,1064.6,66.5,,35.0,,,1.9,,,,,,Ux.Mx.-------
91,30.3567,-104.69,1121.8,94.5,,35.0,,,2.7,,,,,,Ux.Mx.-------
92,30.5517,-104.55,1321.4,70.0,,35.0,,,2.0,,,,,,Ux.Mx.-------
93,29.8517,-104.51,1071.6,72.0,,36.0,,,2.0,,,,,,Ux.Mx.-------
94,29.855,-104.6,892.4,72.0,,36.0,,,2.0,,,,,,Ux.Mx.-------
