"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"969089","occ","","","114846","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969091","occ","","","114846","Dicellograptus cf. smithi","genus","","species not entered","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969092","occ","","","114846","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969093","occ","","","114846","Diplograptus aff. multidens","genus","","species not entered","Diplograptus","genus","33660","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969094","occ","","","114846","Glossograptus horridus","genus","","species not entered","Glossograptus","genus","33668","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969095","occ","","","114846","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969096","occ","","","114846","Pseudoclimacograptus ? scharenbergi","species","419856","","Pseudoclimacograptus scharenbergi","species","419855","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","18 feet above M1017-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969118","occ","","","114847","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969119","occ","","","114847","Corynoides tricornis","species","","","Corynoides tricornis","species","84634","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969120","occ","","","114847","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969122","occ","","","114847","Dicellograptus cf. smithi","genus","","species not entered","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969123","occ","","","114847","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969124","occ","","","114847","Diplograptus aff. multidens","genus","","species not entered","Diplograptus","genus","33660","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969125","occ","","","114847","Glossograptus horridus","genus","","species not entered","Glossograptus","genus","33668","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969127","occ","","","114847","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969128","occ","","","114847","Nemagraptus gracilis","species","350661","","Nemagraptus gracilis","species","350660","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969129","occ","","","114847","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969130","occ","","","114847","Pseudoclimacograptus scharenbergi","species","419856","","Pseudoclimacograptus scharenbergi","species","419855","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","5 feet above M1018-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969136","occ","","","114848","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969137","occ","","","114848","Corynoides sp.","genus","","","Corynoides","genus","33642","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969139","occ","","","114848","Diplograptus aff. multidens","genus","","species not entered","Diplograptus","genus","33660","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969140","occ","","","114848","Glossograptus horridus","genus","","species not entered","Glossograptus","genus","33668","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969141","occ","","","114848","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969142","occ","","","114848","Pseudoclimacograptus ? scharenbergi","species","419856","","Pseudoclimacograptus scharenbergi","species","419855","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1019-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969146","occ","","","114849","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1020-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969148","occ","","","114849","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1020-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969149","occ","","","114849","Glossograptus horridus","genus","","species not entered","Glossograptus","genus","33668","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1020-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969150","occ","","","114849","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1020-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969151","occ","","","114850","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969152","occ","","","114850","Corynoides sp.","genus","","","Corynoides","genus","33642","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969153","occ","","","114850","Cryptograptus tricornis","species","84638","","Cryptograptus tricornis","species","84636","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969154","occ","","","114850","Dicellograptus cf. caduceus","species","","","Dicellograptus caduceus","species","350690","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969156","occ","","","114850","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969157","occ","","","114850","Glossograptus aff. hystrix","genus","","species not entered","Glossograptus","genus","33668","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969158","occ","","","114850","Glyptograptus teretiusculus","species","350610","recombined as","Hustedograptus teretiusculus","species","350608","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969159","occ","","","114850","? Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
"969160","occ","","","114850","Pseudoclimacograptus ? scharenbergi","species","419856","","Pseudoclimacograptus scharenbergi","species","419855","Caradoc","","458.2","449.5","37212","-141.208328","65.023331","Road River","","","","","","","","","","","","","","2 feet above M1021-CO.","US","Alaska","","","seconds","","","","Charley River A-1 quadrangle.  NW1/4 NW1/4 section 7, T.4N, R.32E.","29"
